year,state name,region_1,age,sex_1,race_1,martial status,union type,educ99,occ,ind,wkswork1,uhrswork,incwage
1981,Wisconsin,Midwest,25,male,White nonhisp,Never mar,,,706,139,51,40,12000.0
1981,New York,Northeast,39,male,White nonhisp,Never mar,,,762,628,52,40,10000.0
1981,Colorado,West,62,male,White nonhisp,Divorced,,,305,19,32,40,11000.0
1981,California,West,34,male,White nonhisp,"Married, spouse present",,,183,67,52,40,35000.0
1981,Kentucky,South,57,male,White nonhisp,Separated,,,510,858,52,38,10300.0
1981,California,West,29,male,White nonhisp,Never mar,,,321,639,52,40,15600.0
1981,Kansas,Midwest,63,male,White nonhisp,"Married, spouse present",,,76,609,52,50,25000.0
1981,California,West,43,male,White nonhisp,"Married, spouse present",,,152,207,52,40,9000.0
1981,Washington,West,60,male,White nonhisp,"Married, spouse present",,,23,227,52,40,20000.0
1981,Arizona,West,50,male,White nonhisp,"Married, spouse present",,,265,717,52,50,26000.0
1981,New Mexico,West,58,male,White nonhisp,"Married, spouse present",,,14,897,52,40,33000.0
1981,Alaska,West,49,male,White nonhisp,"Married, spouse present",,,662,108,52,40,24053.0
1981,California,West,30,male,Hispanic,"Married, spouse present",,,615,69,43,40,21000.0
1981,Montana,West,50,male,White nonhisp,"Married, spouse present",,,441,407,52,40,24000.0
1981,Maine,Northeast,53,male,White nonhisp,"Married, spouse present",,,964,407,52,40,19000.0
1981,New Hampshire,Northeast,44,male,White nonhisp,"Married, spouse present",,,245,317,52,40,37584.0
1981,Kentucky,South,45,male,Black nonhisp,"Married, spouse present",,,343,407,52,40,19000.0
1981,Texas,South,58,male,White nonhisp,"Married, spouse present",,,640,49,52,40,14000.0
1981,Wisconsin,Midwest,33,male,Black nonhisp,Separated,,,424,147,46,40,11000.0
1981,Virginia,South,31,male,White nonhisp,"Married, spouse present",,,283,647,52,40,8716.0
1981,Iowa,Midwest,38,male,White nonhisp,Divorced,,,751,68,26,40,5300.0
1981,Idaho,West,29,male,Hispanic,"Married, spouse present",,,481,278,52,88,18750.0
1981,Ohio,Midwest,30,male,Black nonhisp,"Married, spouse present",,,332,707,52,40,11500.0
1981,Texas,South,61,male,White nonhisp,"Married, spouse present",,,45,347,52,40,26000.0
1981,California,West,29,male,White nonhisp,"Married, spouse present",,,610,258,52,35,16500.0
1981,Florida,South,36,male,White nonhisp,"Married, spouse present",,,245,779,50,58,17953.0
1981,Ohio,Midwest,26,male,White nonhisp,"Married, spouse present",,,441,387,52,40,22000.0
1981,Washington,West,39,male,White nonhisp,"Married, spouse present",,,212,838,52,50,50000.0
1981,New Hampshire,Northeast,40,male,White nonhisp,"Married, spouse present",,,12,207,52,40,28000.0
1981,Kansas,Midwest,28,male,White nonhisp,"Married, spouse present",,,12,447,52,45,16000.0
1981,Arizona,West,28,male,Hispanic,"Married, spouse present",,,780,478,52,40,7200.0
1981,Michigan,Midwest,28,male,White nonhisp,Never mar,,,264,619,52,40,11000.0
1981,Missouri,Midwest,47,male,White nonhisp,"Married, spouse present",,,694,219,52,40,11000.0
1981,Rhode Island,Northeast,46,male,White nonhisp,"Married, spouse present",,,260,338,52,38,17000.0
1981,Wisconsin,Midwest,56,male,White nonhisp,"Married, spouse present",,,141,208,52,40,23000.0
1981,North Dakota,Midwest,34,male,White nonhisp,"Married, spouse present",,,12,208,52,55,25000.0
1981,Utah,West,62,male,White nonhisp,"Married, spouse present",,,184,338,52,50,19000.0
1981,Colorado,West,47,male,White nonhisp,"Married, spouse present",,,233,587,52,40,32800.0
1981,Missouri,Midwest,40,male,Black nonhisp,"Married, spouse present",,,141,917,52,40,22000.0
1981,Missouri,Midwest,33,male,White nonhisp,"Married, spouse present",,,690,208,52,48,13000.0
1981,Ohio,Midwest,54,male,White nonhisp,Widowed,,,283,697,52,46,15000.0
1981,Mississippi,South,32,male,Black nonhisp,Divorced,,,534,69,52,40,7000.0
1981,Illinois,Midwest,26,male,White nonhisp,"Married, spouse present",,,705,567,52,40,31000.0
1981,Michigan,Midwest,25,male,White nonhisp,"Married, spouse present",,,5,187,48,40,19493.0
1981,Idaho,West,36,male,White nonhisp,Divorced,,,482,878,22,40,3000.0
1981,Ohio,Midwest,31,male,White nonhisp,Never mar,,,190,448,52,40,15000.0
1981,Tennessee,South,26,male,Black nonhisp,"Married, spouse present",,,482,758,26,35,7200.0
1981,Colorado,West,47,male,White nonhisp,"Married, spouse present",,,245,69,52,40,50000.0
1981,Utah,West,43,male,White nonhisp,"Married, spouse present",,,925,848,11,30,3600.0
1981,New York,Northeast,50,male,Black nonhisp,Divorced,,,902,527,52,40,12000.0
1981,Nebraska,Midwest,34,male,White nonhisp,"Married, spouse present",,,245,657,52,50,27000.0
1981,Michigan,Midwest,27,male,White nonhisp,"Married, spouse present",,,230,669,52,50,16000.0
1981,Wisconsin,Midwest,26,male,White nonhisp,"Married, spouse present",,,751,68,52,40,13000.0
1981,Indiana,Midwest,30,male,White nonhisp,"Married, spouse present",,,715,417,52,40,20000.0
1981,Michigan,Midwest,59,male,White nonhisp,Widowed,,,506,247,52,40,17000.0
1981,Wisconsin,Midwest,34,male,White nonhisp,"Married, spouse present",,,473,478,52,45,26000.0
1981,Idaho,West,28,male,Hispanic,"Married, spouse present",,,706,278,39,40,9800.0
1981,Nevada,West,40,male,Other nonhisp,Divorced,,,915,777,52,35,10300.0
1981,Texas,South,34,male,Hispanic,"Married, spouse present",,,680,197,52,40,16000.0
1981,Vermont,Northeast,29,male,White nonhisp,"Married, spouse present",,,202,708,52,40,20500.0
1981,West Virginia,South,28,male,White nonhisp,"Married, spouse present",,,642,48,45,40,7900.0
1981,Rhode Island,Northeast,50,male,White nonhisp,"Married, spouse present",,,441,139,52,40,18120.0
1981,Montana,West,58,male,White nonhisp,Never mar,,,331,907,52,40,20000.0
1981,Washington,West,34,male,White nonhisp,"Married, spouse present",,,903,148,52,40,23000.0
1981,North Dakota,Midwest,40,male,White nonhisp,"Married, spouse present",,,245,718,52,40,32000.0
1981,Kansas,Midwest,58,male,White nonhisp,Widowed,,,245,558,52,53,18000.0
1981,New York,Northeast,28,male,White nonhisp,"Married, spouse present",,,965,937,52,40,17500.0
1981,Montana,West,25,male,Other nonhisp,"Married, spouse present",,,780,407,52,52,18000.0
1981,North Carolina,South,26,male,White nonhisp,"Married, spouse present",,,535,158,52,40,12000.0
1981,Maryland,South,38,male,White nonhisp,Never mar,,,222,917,52,40,30543.0
1981,Missouri,Midwest,52,male,White nonhisp,"Married, spouse present",,,245,779,52,44,25000.0
1981,New York,Northeast,45,male,White nonhisp,"Married, spouse present",,,461,199,52,40,15000.0
1981,Arkansas,South,57,male,White nonhisp,"Married, spouse present",,,822,18,52,40,5000.0
1981,Pennsylvania,Northeast,38,male,White nonhisp,"Married, spouse present",,,245,69,52,40,17000.0
1981,Nevada,West,35,male,White nonhisp,"Married, spouse present",,,911,777,52,40,18201.0
1981,Virginia,South,33,male,White nonhisp,"Married, spouse present",,,12,897,52,40,25200.0
1981,Texas,South,27,male,Hispanic,"Married, spouse present",,,605,68,50,45,11500.0
1981,Kentucky,South,37,male,White nonhisp,"Married, spouse present",,,222,917,52,45,33138.0
1981,Connecticut,Northeast,47,male,White nonhisp,"Married, spouse present",,,441,477,52,40,20000.0
1981,South Dakota,Midwest,57,male,White nonhisp,"Married, spouse present",,,441,47,52,50,26000.0
1981,Nebraska,Midwest,31,male,White nonhisp,"Married, spouse present",,,630,879,52,60,10050.0
1981,West Virginia,South,25,male,White nonhisp,"Married, spouse present",,,245,628,52,46,13000.0
1981,Wyoming,West,40,male,White nonhisp,"Married, spouse present",,,245,77,52,40,26000.0
1981,California,West,28,male,Hispanic,"Married, spouse present",,,575,119,48,40,7200.0
1981,Oklahoma,South,59,male,White nonhisp,"Married, spouse present",,,705,179,52,40,12500.0
1981,Virginia,South,28,male,White nonhisp,Never mar,,,314,777,52,40,9371.0
1981,Hawaii,West,33,male,White nonhisp,Never mar,,,245,748,52,60,19200.0
1981,Kansas,Midwest,26,male,White nonhisp,Never mar,,,420,667,51,40,12000.0
1981,North Carolina,South,35,male,Hispanic,"Married, spouse present",,,245,108,52,40,14500.0
1981,Oregon,West,30,male,White nonhisp,"Married, spouse present",,,690,108,20,40,3000.0
1981,California,West,30,male,White nonhisp,"Married, spouse present",,,690,358,52,46,33000.0
1981,Florida,South,42,male,White nonhisp,"Married, spouse present",,,283,697,42,40,11000.0
1981,Alaska,West,29,male,White nonhisp,Never mar,,,153,927,52,40,24000.0
1981,New York,Northeast,52,male,White nonhisp,Never mar,,,522,467,52,40,17500.0
1981,Illinois,Midwest,54,male,White nonhisp,"Married, spouse present",,,715,857,52,40,15000.0
1981,New York,Northeast,60,male,White nonhisp,"Married, spouse present",,,215,927,52,40,16000.0
1981,Indiana,Midwest,43,male,White nonhisp,"Married, spouse present",,,692,177,50,40,19000.0
1981,Kansas,Midwest,45,male,White nonhisp,"Married, spouse present",,,446,227,52,40,17050.0
1981,Michigan,Midwest,53,male,White nonhisp,"Married, spouse present",,,902,167,52,40,15000.0
1981,Texas,South,59,male,White nonhisp,"Married, spouse present",,,461,377,26,40,8400.0
1981,Mississippi,South,31,male,White nonhisp,"Married, spouse present",,,305,798,52,40,40000.0
1981,Missouri,Midwest,56,male,White nonhisp,"Married, spouse present",,,270,718,48,24,1200.0
1981,California,West,59,male,White nonhisp,"Married, spouse present",,,441,469,52,40,36716.0
1981,New York,Northeast,32,male,White nonhisp,"Married, spouse present",,,245,587,52,60,30000.0
1981,Ohio,Midwest,57,male,White nonhisp,"Married, spouse present",,,690,148,52,40,14000.0
1981,Mississippi,South,31,male,White nonhisp,"Married, spouse present",,,664,389,52,40,8000.0
1981,Kentucky,South,26,male,White nonhisp,"Married, spouse present",,,705,527,52,55,22000.0
1981,Indiana,Midwest,61,male,White nonhisp,"Married, spouse present",,,481,287,52,45,21000.0
1981,Pennsylvania,Northeast,31,male,White nonhisp,"Married, spouse present",,,473,757,52,40,16600.0
1981,Florida,South,28,male,White nonhisp,Never mar,,,525,467,47,40,10750.0
1981,Iowa,Midwest,57,male,White nonhisp,"Married, spouse present",,,762,628,52,40,18000.0
1981,Hawaii,West,29,male,Other nonhisp,"Married, spouse present",,,690,158,52,40,7200.0
1981,California,West,48,male,White nonhisp,"Married, spouse present",,,1,419,52,40,27000.0
1981,California,West,34,male,White nonhisp,"Married, spouse present",,,925,838,20,20,1250.0
1981,South Dakota,Midwest,50,male,White nonhisp,"Married, spouse present",,,212,848,52,55,27826.0
1981,Tennessee,South,49,male,White nonhisp,"Married, spouse present",,,461,347,52,40,23000.0
1981,Michigan,Midwest,36,male,White nonhisp,"Married, spouse present",,,245,168,52,45,39000.0
1981,Virginia,South,25,male,White nonhisp,Never mar,,,222,937,52,40,11800.0
1981,Nevada,West,28,male,White nonhisp,Never mar,,,714,409,30,48,7600.0
1981,Mississippi,South,28,male,Black nonhisp,"Married, spouse present",,,602,178,52,40,10500.0
1981,Michigan,Midwest,34,male,White nonhisp,Divorced,,,932,808,52,70,13000.0
1981,Pennsylvania,Northeast,38,male,White nonhisp,"Married, spouse present",,,436,77,48,42,13398.0
1981,Louisiana,South,52,male,White nonhisp,"Married, spouse present",,,473,757,52,40,9000.0
1981,Louisiana,South,61,male,White nonhisp,"Married, spouse present",,,284,639,52,70,16300.0
1981,West Virginia,South,51,male,White nonhisp,"Married, spouse present",,,436,68,52,40,10700.0
1981,Pennsylvania,Northeast,33,male,White nonhisp,"Married, spouse present",,,11,888,52,40,32000.0
1981,New Jersey,Northeast,34,male,White nonhisp,"Married, spouse present",,,715,417,52,50,32000.0
1981,Ohio,Midwest,31,male,White nonhisp,"Married, spouse present",,,235,858,52,40,17894.0
1981,Georgia,South,44,male,White nonhisp,"Married, spouse present",,,312,917,52,40,32153.0
1981,Utah,West,43,male,Hispanic,"Married, spouse present",,,903,858,52,40,18600.0
1981,New Mexico,West,35,male,White nonhisp,Never mar,,,762,628,52,40,13915.0
1981,Georgia,South,55,male,Black nonhisp,"Married, spouse present",,,703,857,52,12,3000.0
1981,California,West,28,male,White nonhisp,"Married, spouse present",,,265,717,50,40,17700.0
1981,Indiana,Midwest,26,male,White nonhisp,"Married, spouse present",,,245,687,52,50,26000.0
1981,Oregon,West,37,male,White nonhisp,"Married, spouse present",,,780,467,52,44,32000.0
1981,South Dakota,Midwest,54,male,White nonhisp,"Married, spouse present",,,23,927,52,40,24000.0
1981,Maryland,South,55,male,White nonhisp,"Married, spouse present",,,23,917,52,45,49050.0
1981,Ohio,Midwest,64,male,White nonhisp,"Married, spouse present",,,245,109,52,40,50000.0
1981,Montana,West,57,male,White nonhisp,"Married, spouse present",,,545,707,52,40,12380.0
1981,Maine,Northeast,32,male,White nonhisp,"Married, spouse present",,,672,317,44,40,11000.0
1981,New Mexico,West,61,male,Hispanic,"Married, spouse absent",,,25,27,52,40,19310.0
1981,Wisconsin,Midwest,39,male,White nonhisp,"Married, spouse present",,,530,339,52,45,20000.0
1981,Michigan,Midwest,36,male,White nonhisp,"Married, spouse present",,,245,418,52,60,46000.0
1981,Indiana,Midwest,54,male,White nonhisp,"Married, spouse present",,,144,857,52,40,21949.0
1981,Michigan,Midwest,32,male,White nonhisp,"Married, spouse present",,,680,219,52,60,15839.0
1981,Rhode Island,Northeast,37,male,White nonhisp,"Married, spouse present",,,495,69,26,32,5575.0
1981,California,West,29,male,White nonhisp,Never mar,,,343,739,52,60,22879.0
1981,Texas,South,26,male,White nonhisp,"Married, spouse present",,,441,68,52,45,13900.0
1981,Alabama,South,25,male,White nonhisp,"Married, spouse present",,,715,417,52,50,6300.0
1981,New York,Northeast,63,male,White nonhisp,"Married, spouse present",,,694,207,52,40,19508.0
1981,Colorado,West,25,male,White nonhisp,"Married, spouse present",,,481,168,52,40,22000.0
1981,Utah,West,30,male,White nonhisp,"Married, spouse present",,,964,937,52,50,16000.0
1981,California,West,31,male,White nonhisp,"Married, spouse present",,,284,639,42,48,18900.0
1981,Ohio,Midwest,37,male,White nonhisp,"Married, spouse present",,,245,158,52,70,25000.0
1981,Oregon,West,51,male,White nonhisp,"Married, spouse present",,,481,107,52,40,30000.0
1981,Iowa,Midwest,31,male,White nonhisp,"Married, spouse present",,,690,179,51,40,23000.0
1981,District of Columbia,South,37,male,Black nonhisp,"Married, spouse present",,,394,917,52,40,16800.0
