year,state name,region_1,age,sex_1,race_1,martial status,union type,educ99,occ,ind,wkswork1,uhrswork,incwage
1999,Utah,West,36,male,White nonhisp,"Married, spouse present",NIU,11.0,274,650,52,30,8000.0
1999,Texas,South,32,male,Black nonhisp,Divorced,No union coverage,10.0,804,471,52,40,18000.0
1999,Illinois,Midwest,27,male,Hispanic,"Married, spouse present",NIU,11.0,17,641,52,55,20000.0
1999,Pennsylvania,Northeast,27,male,Hispanic,Never mar,NIU,6.0,799,411,52,50,43000.0
1999,New Jersey,Northeast,25,male,White nonhisp,Never mar,NIU,15.0,255,710,52,55,40000.0
1999,North Carolina,South,42,male,White nonhisp,"Married, spouse present",NIU,11.0,507,741,52,40,30000.0
1999,Illinois,Midwest,40,male,White nonhisp,Never mar,NIU,10.0,735,172,39,40,16092.0
1999,Hawaii,West,46,male,Other nonhisp,"Married, spouse present",NIU,15.0,7,762,52,50,70000.0
1999,Florida,South,43,male,Hispanic,"Married, spouse present",NIU,18.0,84,812,52,40,100000.0
1999,California,West,51,male,White nonhisp,"Married, spouse present",NIU,15.0,234,712,52,60,44000.0
1999,New Jersey,Northeast,47,male,Black nonhisp,"Married, spouse present",NIU,15.0,23,840,52,35,43000.0
1999,North Dakota,Midwest,64,male,White nonhisp,"Married, spouse present",No union coverage,18.0,124,850,52,65,55000.0
1999,Idaho,West,61,male,White nonhisp,"Married, spouse present",NIU,13.0,687,601,52,40,23000.0
1999,South Dakota,Midwest,31,male,White nonhisp,Never mar,NIU,15.0,64,901,52,50,32000.0
1999,Texas,South,63,male,White nonhisp,Divorced,No union coverage,7.0,567,241,52,40,27000.0
1999,Georgia,South,29,male,White nonhisp,Never mar,NIU,15.0,257,441,52,60,306731.0
1999,Massachusetts,Northeast,42,male,White nonhisp,"Married, spouse present",No union coverage,15.0,22,710,52,50,100000.0
1999,Michigan,Midwest,39,male,White nonhisp,"Married, spouse present",NIU,10.0,453,842,52,40,30000.0
1999,Illinois,Midwest,44,male,White nonhisp,"Married, spouse present",NIU,10.0,856,280,52,50,45000.0
1999,New Mexico,West,44,male,Hispanic,"Married, spouse present",NIU,10.0,59,910,52,40,50000.0
1999,Arkansas,South,45,male,White nonhisp,Divorced,NIU,11.0,216,212,52,40,47000.0
1999,Delaware,South,53,male,White nonhisp,"Married, spouse present",NIU,16.0,13,871,52,45,70000.0
1999,Oklahoma,South,50,male,Other nonhisp,Divorced,NIU,10.0,453,842,52,40,20000.0
1999,Montana,West,46,male,White nonhisp,Never mar,NIU,10.0,453,842,52,40,13000.0
1999,South Dakota,Midwest,50,male,White nonhisp,"Married, spouse present",No union coverage,10.0,683,322,52,40,29000.0
1999,Maryland,South,49,male,White nonhisp,"Married, spouse present",NIU,16.0,157,842,52,40,55000.0
1999,Florida,South,35,male,White nonhisp,Never mar,NIU,11.0,417,910,52,40,30000.0
1999,California,West,43,male,Hispanic,Never mar,NIU,5.0,804,60,52,50,26000.0
1999,North Carolina,South,49,male,White nonhisp,Widowed,NIU,10.0,759,612,52,45,38000.0
1999,Texas,South,26,male,Hispanic,"Married, spouse present",NIU,10.0,448,712,52,40,18000.0
1999,Nevada,West,43,male,White nonhisp,"Married, spouse present",NIU,8.0,407,761,52,20,21000.0
1999,California,West,30,male,Hispanic,"Married, spouse present",NIU,11.0,585,470,52,45,35000.0
1999,Illinois,Midwest,33,male,Black nonhisp,Divorced,No union coverage,15.0,14,842,52,60,50000.0
1999,Montana,West,27,male,White nonhisp,Never mar,NIU,11.0,486,20,40,50,17000.0
1999,Indiana,Midwest,34,male,White nonhisp,"Married, spouse present",Member of labor union,10.0,855,470,52,40,35038.0
1999,Florida,South,57,male,Hispanic,Divorced,NIU,11.0,747,771,52,40,10000.0
1999,Alabama,South,35,male,White nonhisp,"Married, spouse present",NIU,13.0,228,440,52,40,47000.0
1999,Texas,South,37,male,Hispanic,"Married, spouse present",NIU,4.0,479,11,52,40,9000.0
1999,Maryland,South,25,male,White nonhisp,"Married, spouse present",NIU,11.0,696,712,52,40,17000.0
1999,New Jersey,Northeast,58,male,White nonhisp,"Married, spouse present",NIU,15.0,5,932,52,50,107000.0
1999,New York,Northeast,54,male,Black nonhisp,"Married, spouse present",No union coverage,10.0,856,380,52,40,50000.0
1999,Oregon,West,26,male,White nonhisp,Never mar,NIU,10.0,436,762,23,40,6000.0
1999,Idaho,West,40,male,Hispanic,"Married, spouse present",NIU,5.0,477,10,52,40,19000.0
1999,Vermont,Northeast,45,male,White nonhisp,Divorced,NIU,13.0,696,160,52,40,40000.0
1999,New Hampshire,Northeast,45,male,White nonhisp,"Married, spouse present",NIU,16.0,163,842,52,50,51000.0
1999,Kansas,Midwest,43,male,White nonhisp,"Married, spouse present",NIU,10.0,22,362,52,40,26000.0
1999,South Carolina,South,42,male,White nonhisp,Separated,NIU,15.0,628,342,52,60,50000.0
1999,California,West,45,male,Hispanic,Never mar,NIU,15.0,359,401,52,60,35000.0
1999,Montana,West,37,male,White nonhisp,"Married, spouse present",Member of labor union,13.0,544,251,52,40,37000.0
1999,Oregon,West,44,male,White nonhisp,Never mar,NIU,13.0,453,550,52,60,21000.0
1999,Ohio,Midwest,33,male,White nonhisp,"Married, spouse present",NIU,15.0,55,512,52,60,61601.0
1999,Maine,Northeast,38,male,White nonhisp,Divorced,No union coverage,10.0,22,251,52,45,30000.0
1999,New Mexico,West,54,male,Hispanic,Never mar,NIU,13.0,243,711,52,40,42000.0
1999,Delaware,South,31,male,White nonhisp,Divorced,No union coverage,11.0,435,641,52,45,16000.0
1999,Wisconsin,Midwest,46,male,White nonhisp,Divorced,NIU,10.0,579,60,52,45,35000.0
1999,California,West,30,male,Hispanic,"Married, spouse present",NIU,6.0,565,60,52,40,16000.0
1999,Minnesota,Midwest,48,male,White nonhisp,Separated,NIU,14.0,549,312,52,50,58000.0
1999,Wisconsin,Midwest,49,male,White nonhisp,Divorced,NIU,10.0,65,900,52,40,50831.0
1999,California,West,43,male,White nonhisp,"Married, spouse present",NIU,18.0,55,371,52,50,104000.0
1999,Kansas,Midwest,42,male,White nonhisp,"Married, spouse present",NIU,11.0,526,633,52,45,27000.0
1999,Washington,West,43,male,White nonhisp,"Married, spouse present",Member of labor union,11.0,575,60,49,40,44000.0
1999,Massachusetts,Northeast,42,male,White nonhisp,Divorced,No union coverage,10.0,436,641,52,40,24000.0
1999,Texas,South,54,male,Hispanic,Never mar,NIU,4.0,453,842,52,40,10000.0
1999,New Mexico,West,35,male,Hispanic,"Married, spouse present",NIU,6.0,263,620,52,40,23400.0
1999,Pennsylvania,Northeast,31,male,Black nonhisp,Never mar,NIU,11.0,446,270,52,40,25000.0
1999,Nevada,West,35,male,White nonhisp,"Married, spouse present",NIU,15.0,22,60,52,50,51000.0
1999,Florida,South,29,male,White nonhisp,Divorced,NIU,10.0,883,550,52,40,35000.0
1999,Utah,West,33,male,White nonhisp,"Married, spouse present",NIU,11.0,26,322,52,50,44000.0
1999,Arkansas,South,42,male,White nonhisp,"Married, spouse present",No union coverage,17.0,96,831,52,45,50000.0
1999,Michigan,Midwest,54,male,White nonhisp,"Married, spouse present",NIU,10.0,713,291,52,40,34000.0
1999,Illinois,Midwest,31,male,Hispanic,"Married, spouse present",NIU,10.0,856,300,52,40,27000.0
1999,Colorado,West,34,male,White nonhisp,Never mar,NIU,10.0,486,861,38,10,3500.0
1999,Pennsylvania,Northeast,45,male,White nonhisp,"Married, spouse present",NIU,10.0,714,212,52,40,52000.0
1999,California,West,36,male,Hispanic,"Married, spouse present",NIU,1.0,436,641,51,56,23000.0
1999,California,West,48,male,Hispanic,"Married, spouse present",NIU,4.0,486,20,52,40,30000.0
1999,Ohio,Midwest,37,male,White nonhisp,"Married, spouse present",NIU,15.0,14,842,52,45,35000.0
1999,California,West,51,male,Other nonhisp,Divorced,NIU,10.0,355,412,52,40,31000.0
1999,South Dakota,Midwest,31,male,White nonhisp,Divorced,NIU,10.0,804,751,52,99,10000.0
1999,Tennessee,South,31,male,White nonhisp,"Married, spouse present",NIU,17.0,178,841,52,80,76000.0
1999,California,West,45,male,Other nonhisp,"Married, spouse present",NIU,13.0,637,320,52,55,68000.0
1999,Utah,West,40,male,White nonhisp,"Married, spouse present",NIU,15.0,5,931,52,46,75000.0
1999,New Jersey,Northeast,44,male,White nonhisp,Never mar,NIU,13.0,354,412,52,52,45000.0
1999,Mississippi,South,59,male,White nonhisp,"Married, spouse present",NIU,7.0,804,60,52,55,24000.0
1999,Massachusetts,Northeast,27,male,White nonhisp,"Married, spouse present",Member of labor union,10.0,424,910,52,40,63000.0
1999,Texas,South,42,male,Black nonhisp,"Married, spouse present",NIU,13.0,64,831,52,40,30000.0
1999,Nebraska,Midwest,45,male,White nonhisp,"Married, spouse present",NIU,11.0,259,552,52,50,32000.0
1999,Florida,South,35,male,White nonhisp,"Married, spouse present",NIU,10.0,17,641,52,40,49816.0
1999,Illinois,Midwest,25,male,White nonhisp,"Married, spouse present",No union coverage,7.0,804,410,42,35,17000.0
1999,Delaware,South,35,male,White nonhisp,"Married, spouse present",No union coverage,7.0,595,60,52,45,30000.0
1999,New York,Northeast,51,male,Black nonhisp,Divorced,NIU,14.0,446,922,52,40,35000.0
1999,Kansas,Midwest,52,male,White nonhisp,Divorced,NIU,16.0,15,832,52,40,27000.0
1999,Florida,South,42,male,Hispanic,"Married, spouse present",NIU,5.0,777,112,28,50,16000.0
1999,Wyoming,West,48,male,White nonhisp,"Married, spouse present",NIU,15.0,47,42,52,50,125000.0
1999,Maine,Northeast,33,male,White nonhisp,"Married, spouse present",No union coverage,10.0,269,620,52,30,16218.0
1999,Georgia,South,41,male,White nonhisp,"Married, spouse present",NIU,10.0,424,910,52,40,21025.0
1999,California,West,51,male,White nonhisp,Divorced,NIU,11.0,156,842,52,40,26000.0
1999,Illinois,Midwest,36,male,White nonhisp,Never mar,NIU,11.0,436,832,52,40,23000.0
1999,Iowa,Midwest,31,male,White nonhisp,"Married, spouse present",NIU,11.0,259,550,52,45,58000.0
1999,Colorado,West,44,male,Hispanic,Divorced,NIU,10.0,887,401,50,40,14000.0
1999,Washington,West,41,male,White nonhisp,"Married, spouse present",No union coverage,8.0,804,251,50,60,38000.0
1999,New York,Northeast,32,male,Black nonhisp,"Married, spouse present",Member of labor union,11.0,426,831,52,38,30000.0
1999,Rhode Island,Northeast,26,male,Hispanic,Never mar,NIU,13.0,804,741,52,45,45000.0
1999,Montana,West,58,male,White nonhisp,"Married, spouse present",Member of labor union,10.0,354,412,52,40,35000.0
1999,Nevada,West,61,male,White nonhisp,"Married, spouse present",NIU,15.0,36,710,52,40,3700.0
1999,Montana,West,34,male,White nonhisp,Divorced,Member of labor union,17.0,178,922,52,37,30810.0
1999,Florida,South,26,male,Hispanic,"Married, spouse present",No union coverage,10.0,796,331,52,40,12000.0
1999,Michigan,Midwest,41,male,White nonhisp,"Married, spouse present",NIU,16.0,157,842,52,40,314731.0
1999,Washington,West,30,male,White nonhisp,Never mar,NIU,10.0,709,760,52,40,30000.0
1999,California,West,51,male,Hispanic,Never mar,NIU,10.0,443,641,52,40,16000.0
1999,New Jersey,Northeast,61,male,White nonhisp,"Married, spouse present",NIU,15.0,22,60,52,50,50000.0
1999,Montana,West,58,male,White nonhisp,Never mar,NIU,8.0,853,40,52,40,32000.0
1999,North Carolina,South,42,male,White nonhisp,Never mar,No union coverage,15.0,375,711,52,40,29220.0
1999,Illinois,Midwest,27,male,White nonhisp,Never mar,NIU,11.0,435,641,51,40,30000.0
1999,Florida,South,31,male,Hispanic,"Married, spouse present",NIU,10.0,547,271,52,60,15000.0
1999,Florida,South,39,male,White nonhisp,"Married, spouse present",No union coverage,10.0,22,550,52,40,21520.0
1999,Nevada,West,35,male,White nonhisp,Divorced,NIU,10.0,275,663,52,40,14000.0
1999,Iowa,Midwest,28,male,White nonhisp,"Married, spouse present",NIU,15.0,25,850,52,30,23000.0
1999,Wisconsin,Midwest,26,male,White nonhisp,"Married, spouse present",NIU,13.0,259,10,52,50,30000.0
1999,New Jersey,Northeast,28,male,White nonhisp,"Married, spouse present",NIU,15.0,229,441,52,50,48000.0
1999,California,West,42,male,Hispanic,"Married, spouse present",NIU,11.0,507,550,52,40,45000.0
1999,New Mexico,West,49,male,White nonhisp,"Married, spouse present",NIU,10.0,529,441,52,40,40000.0
1999,New Hampshire,Northeast,39,male,White nonhisp,"Married, spouse present",No union coverage,16.0,9,362,52,45,55000.0
1999,Kansas,Midwest,59,male,White nonhisp,Divorced,NIU,10.0,804,410,44,70,30000.0
1999,Kansas,Midwest,28,male,White nonhisp,Never mar,NIU,11.0,22,441,52,40,23000.0
1999,Colorado,West,59,male,White nonhisp,"Married, spouse present",No union coverage,10.0,276,601,52,40,12000.0
1999,Virginia,South,42,male,White nonhisp,"Married, spouse present",NIU,18.0,59,882,46,40,64000.0
1999,Utah,West,36,male,White nonhisp,"Married, spouse present",NIU,8.0,218,882,52,40,35000.0
1999,Michigan,Midwest,43,male,Other nonhisp,"Married, spouse present",No union coverage,14.0,806,412,52,25,21745.0
1999,Nebraska,Midwest,27,male,White nonhisp,"Married, spouse present",NIU,10.0,17,641,52,40,36800.0
1999,Mississippi,South,38,male,White nonhisp,"Married, spouse present",No union coverage,15.0,243,633,52,60,45000.0
1999,West Virginia,South,34,male,White nonhisp,Separated,NIU,11.0,263,612,52,40,22000.0
1999,Texas,South,37,male,Black nonhisp,"Married, spouse present",NIU,15.0,259,510,52,50,55300.0
1999,Illinois,Midwest,48,male,White nonhisp,"Married, spouse present",NIU,10.0,424,910,52,40,34000.0
1999,Washington,West,37,male,Black nonhisp,Never mar,NIU,10.0,748,731,52,40,13360.0
1999,Georgia,South,38,male,White nonhisp,"Married, spouse present",NIU,10.0,259,530,52,45,53000.0
1999,Michigan,Midwest,41,male,White nonhisp,Never mar,NIU,10.0,785,340,51,40,29000.0
1999,Nevada,West,50,male,White nonhisp,Divorced,NIU,10.0,449,762,52,40,15100.0
1999,Massachusetts,Northeast,58,male,White nonhisp,"Married, spouse present",NIU,7.0,804,410,52,60,38506.0
1999,Texas,South,59,male,Hispanic,"Married, spouse present",No union coverage,5.0,668,760,52,40,31000.0
1999,New Jersey,Northeast,42,male,White nonhisp,Never mar,NIU,10.0,229,741,52,52,55000.0
1999,North Carolina,South,40,male,Black nonhisp,"Married, spouse present",NIU,10.0,883,410,42,40,41000.0
1999,Texas,South,42,male,Hispanic,"Married, spouse present",NIU,6.0,479,10,52,50,19000.0
1999,Wyoming,West,46,male,White nonhisp,"Married, spouse present",NIU,15.0,36,931,52,40,40000.0
1999,Maryland,South,45,male,Black nonhisp,Never mar,NIU,10.0,875,471,52,40,14000.0
1999,Ohio,Midwest,29,male,White nonhisp,"Married, spouse present",No union coverage,15.0,55,372,52,55,52000.0
1999,District of Columbia,South,26,male,White nonhisp,Never mar,NIU,17.0,178,921,52,40,68000.0
1999,Pennsylvania,Northeast,55,male,White nonhisp,"Married, spouse present",No union coverage,10.0,365,322,52,40,32000.0
1999,New Hampshire,Northeast,32,male,Other nonhisp,"Married, spouse present",No union coverage,8.0,785,342,48,40,24300.0
1999,Michigan,Midwest,32,male,White nonhisp,Never mar,NIU,10.0,547,60,52,55,20000.0
1999,Ohio,Midwest,31,male,White nonhisp,Divorced,NIU,10.0,243,633,52,55,22000.0
1999,California,West,26,male,Hispanic,Never mar,NIU,11.0,329,850,52,40,18000.0
1999,California,West,51,male,Hispanic,Never mar,NIU,16.0,869,60,52,40,35000.0
1999,Kentucky,South,26,male,White nonhisp,Never mar,NIU,11.0,804,641,52,30,8000.0
1999,California,West,27,male,Hispanic,Never mar,NIU,10.0,869,60,39,40,10000.0
1999,South Dakota,Midwest,37,male,White nonhisp,Divorced,NIU,13.0,243,530,52,50,60000.0
1999,New Hampshire,Northeast,37,male,White nonhisp,"Married, spouse present",NIU,10.0,22,282,52,40,50357.0
1999,Michigan,Midwest,32,male,White nonhisp,Never mar,NIU,11.0,5,921,52,40,30000.0
1999,North Carolina,South,41,male,Other nonhisp,"Married, spouse present",No union coverage,10.0,856,132,52,45,22000.0
1999,Ohio,Midwest,51,male,White nonhisp,Divorced,NIU,10.0,844,41,52,48,60000.0
1999,Michigan,Midwest,44,male,White nonhisp,"Married, spouse present",NIU,10.0,327,840,52,25,13000.0
1999,New Jersey,Northeast,63,male,Hispanic,"Married, spouse present",NIU,10.0,22,60,52,5,5200.0
1999,New York,Northeast,51,male,White nonhisp,"Married, spouse present",NIU,16.0,229,322,52,40,91000.0
1999,Washington,West,47,male,White nonhisp,Never mar,NIU,16.0,64,352,52,44,80000.0
1999,Pennsylvania,Northeast,58,male,White nonhisp,Divorced,NIU,15.0,25,702,52,45,25000.0
1999,Utah,West,35,male,White nonhisp,Never mar,No union coverage,10.0,785,242,16,40,9000.0
1999,Maine,Northeast,56,male,White nonhisp,"Married, spouse present",NIU,10.0,55,320,52,55,65000.0
1999,Washington,West,32,male,White nonhisp,"Married, spouse present",NIU,15.0,22,732,52,40,50000.0
1999,Texas,South,47,male,White nonhisp,"Married, spouse present",NIU,15.0,257,741,52,44,25000.0
1999,New Jersey,Northeast,31,male,Hispanic,"Married, spouse present",NIU,10.0,777,300,52,40,29900.0
1999,Massachusetts,Northeast,50,male,White nonhisp,"Married, spouse present",NIU,15.0,305,341,52,38,42000.0
1999,Illinois,Midwest,31,male,Hispanic,Never mar,NIU,10.0,888,392,52,40,17000.0
1999,North Carolina,South,37,male,White nonhisp,"Married, spouse present",No union coverage,17.0,178,841,52,48,306731.0
1999,New York,Northeast,45,male,White nonhisp,"Married, spouse present",No union coverage,15.0,257,741,52,50,60000.0
1999,Texas,South,29,male,Hispanic,Never mar,NIU,10.0,856,251,52,45,19000.0
1999,Virginia,South,28,male,White nonhisp,"Married, spouse present",No union coverage,10.0,364,160,52,50,32000.0
1999,Utah,West,45,male,White nonhisp,"Married, spouse present",NIU,10.0,243,612,52,50,50000.0
1999,Georgia,South,46,male,White nonhisp,"Married, spouse present",No union coverage,15.0,43,20,52,45,75000.0
1999,Florida,South,39,male,White nonhisp,"Married, spouse present",No union coverage,15.0,523,440,52,40,16800.0
1999,Florida,South,62,male,White nonhisp,Divorced,NIU,13.0,469,810,52,40,24000.0
1999,Florida,South,32,male,White nonhisp,Divorced,NIU,13.0,637,300,26,40,6850.0
1999,Texas,South,26,male,Black nonhisp,"Married, spouse present",No union coverage,10.0,547,442,52,40,22888.0
1999,Illinois,Midwest,30,male,White nonhisp,Never mar,NIU,15.0,567,60,52,40,46500.0
1999,New Jersey,Northeast,42,male,White nonhisp,Never mar,No union coverage,10.0,888,601,21,40,4880.0
1999,California,West,36,male,Hispanic,"Married, spouse present",NIU,5.0,484,562,36,40,8640.0
1999,Illinois,Midwest,36,male,White nonhisp,Never mar,NIU,10.0,719,271,52,40,30000.0
1999,Indiana,Midwest,30,male,White nonhisp,"Married, spouse present",No union coverage,10.0,364,331,52,40,22000.0
1999,South Carolina,South,36,male,White nonhisp,"Married, spouse present",NIU,16.0,243,711,52,45,47000.0
1999,Hawaii,West,48,male,Other nonhisp,Divorced,NIU,10.0,777,120,52,28,29000.0
1999,Rhode Island,Northeast,33,male,Other nonhisp,"Married, spouse present",No union coverage,18.0,78,850,9,40,4500.0
1999,Ohio,Midwest,29,male,White nonhisp,Divorced,NIU,15.0,22,532,52,40,30000.0
1999,Texas,South,35,male,White nonhisp,"Married, spouse present",NIU,14.0,375,711,52,40,40000.0
1999,Florida,South,34,male,White nonhisp,"Married, spouse present",NIU,10.0,22,172,52,40,28000.0
1999,Georgia,South,60,male,White nonhisp,"Married, spouse present",NIU,10.0,804,612,50,25,8000.0
1999,Alaska,West,54,male,White nonhisp,Divorced,NIU,11.0,829,420,52,40,35000.0
1999,Ohio,Midwest,29,male,White nonhisp,Never mar,Member of labor union,11.0,417,910,52,35,20504.0
1999,California,West,40,male,Hispanic,"Married, spouse present",NIU,5.0,505,751,52,48,18350.0
1999,Texas,South,49,male,Black nonhisp,Never mar,NIU,7.0,748,831,52,40,15600.0
1999,Hawaii,West,61,male,Other nonhisp,"Married, spouse present",Member of labor union,10.0,195,441,52,60,50000.0
1999,Illinois,Midwest,43,male,White nonhisp,"Married, spouse present",NIU,15.0,529,341,52,40,35000.0
1999,Alabama,South,27,male,White nonhisp,Never mar,No union coverage,10.0,9,311,52,40,34000.0
1999,Massachusetts,Northeast,36,male,White nonhisp,Never mar,No union coverage,16.0,22,731,52,40,80000.0
1999,California,West,37,male,White nonhisp,"Married, spouse present",NIU,15.0,22,732,50,55,155925.0
1999,South Dakota,Midwest,45,male,White nonhisp,"Married, spouse present",NIU,10.0,453,842,52,50,24000.0
1999,California,West,50,male,White nonhisp,"Married, spouse present",NIU,10.0,804,751,52,40,36000.0
1999,Kentucky,South,41,male,White nonhisp,"Married, spouse present",NIU,10.0,243,451,48,45,36850.0
1999,Illinois,Midwest,35,male,White nonhisp,"Married, spouse present",NIU,7.0,865,751,52,45,25000.0
1999,Massachusetts,Northeast,48,male,Hispanic,"Married, spouse present",NIU,14.0,433,762,52,40,32000.0
1999,New Jersey,Northeast,43,male,Hispanic,"Married, spouse present",NIU,15.0,22,441,52,48,102678.0
1999,Kansas,Midwest,45,male,White nonhisp,"Married, spouse present",NIU,15.0,22,450,52,48,306731.0
1999,Hawaii,West,38,male,Other nonhisp,Never mar,NIU,10.0,804,550,52,40,30000.0
1999,Maryland,South,52,male,White nonhisp,Widowed,No union coverage,15.0,55,882,52,50,52000.0
1999,Wyoming,West,34,male,White nonhisp,Divorced,NIU,11.0,523,440,52,40,31000.0
1999,Utah,West,37,male,Hispanic,"Married, spouse present",NIU,16.0,567,242,44,40,18000.0
